862952024249400,2020-10-27 14:09:37,905,199,10,-137,1344,-3534,1317,2177,1937,438
862952024249400,2020-10-27 14:09:58,905,200,11,-136,1344,-3534,1316,2177,1936,439
862952024249400,2020-10-27 14:10:17,904,200,11,-137,1344,-3534,1316,2177,1935,439
862952024249400,2020-10-27 14:10:57,903,200,12,-137,1344,-3534,1315,2177,1934,440
862952024249400,2020-10-27 14:11:16,903,201,12,-138,1344,-3534,1315,2177,1933,440
862952024249400,2020-10-27 14:11:37,902,201,12,-138,1344,-3534,1315,2177,1933,441
862952024249400,2020-10-27 14:11:57,902,202,12,-138,1344,-3533,1314,2177,1933,441
862952024249400,2020-10-27 15:06:03,2169,8375,1714,-139,1338,-3605,1470,4459,11400,1618
862952024249400,2020-10-27 15:06:23,2161,8359,1727,-137,1338,-3607,1470,4469,11393,1619
862952024249400,2020-10-27 15:06:42,2164,8353,1730,-136,1337,-3608,1471,4473,11393,1615
862952024249400,2020-10-27 15:07:02,2162,8349,1734,-135,1337,-3609,1472,4476,11389,1614
862952024249400,2020-10-27 15:07:42,2175,8366,1739,-134,1337,-3610,1474,4483,11402,1624
862952024249400,2020-10-27 15:08:02,910,221,-59,-126,1329,-3604,1453,2166,2010,374
862952024249400,2020-10-27 15:08:22,909,221,-59,-126,1329,-3605,1453,2165,2010,373
862952024249400,2020-10-27 15:09:02,909,221,-59,-126,1328,-3606,1454,2166,2011,372
862952024249400,2020-10-27 15:09:42,908,220,-59,-126,1328,-3607,1456,2165,2012,372
862952024249400,2020-10-27 15:10:02,908,219,-59,-126,1328,-3607,1456,2166,2012,371
862952024249400,2020-10-27 15:10:22,908,219,-60,-125,1328,-3608,1456,2166,2011,371
862952024249400,2020-10-27 15:10:41,908,219,-60,-125,1328,-3608,1456,2166,2011,371
862952024249400,2020-10-27 15:11:01,908,218,-60,-125,1328,-3608,1456,2166,2011,371
862952024249400,2020-10-27 15:11:41,907,218,-60,-125,1328,-3609,1457,2167,2012,371
862952024249400,2020-10-27 16:06:07,909,223,-52,-129,1331,-3608,1443,2175,2008,366
862952024249400,2020-10-27 16:06:27,909,223,-52,-129,1331,-3609,1444,2172,2007,366
862952024249400,2020-10-27 16:06:47,909,223,-52,-129,1331,-3609,1445,2170,2007,366
862952024249400,2020-10-27 16:07:27,1740,5823,11104,6186,1341,-3648,7284,15855,7602,1051
862952024249400,2020-10-27 16:07:47,1741,5823,11105,6187,1341,-3648,7286,15853,7601,1050
862952024249400,2020-10-27 16:08:07,1741,5823,11107,6186,1341,-3648,7288,15849,7601,1050
862952024249400,2020-10-27 16:08:27,1741,5823,11104,6187,1341,-3648,7286,15849,7600,1050
862952024249400,2020-10-27 16:08:47,908,532,4140,11256,10963,4675,11453,8571,2131,367
862952024249400,2020-10-27 16:09:07,910,221,-49,-131,1335,-3608,1442,2153,2006,367
862952024249400,2020-10-27 16:09:47,910,221,-49,-131,1335,-3610,1446,2153,2007,367
862952024249400,2020-10-27 16:10:27,910,221,-50,-131,1335,-3611,1448,2153,2007,366
862952024249400,2020-10-27 16:11:06,2435,5463,15681,1669,1346,-3634,3906,15805,9583,2320
862952024249400,2020-10-27 16:12:06,2442,5492,15687,1656,1346,-3634,3891,15756,9626,2335
862952024249400,2020-10-27 16:12:46,911,224,-45,-132,1335,-3602,1437,2151,2001,369
862952024249400,2020-10-27 16:13:46,911,224,-46,-135,1336,-3608,1444,2152,2003,368
862952024249400,2020-10-27 18:22:15,909,214,-51,-150,1346,-3628,1449,2144,2005,364
862952024249400,2020-10-27 18:23:35,909,215,-53,-152,1347,-3630,1454,2148,2006,363
862952024249400,2020-10-27 18:24:54,908,215,-54,-153,1347,-3631,1456,2149,2007,363
862952024249400,2020-10-27 18:25:14,908,215,-54,-153,1347,-3631,1456,2149,2007,362
862952024249400,2020-10-27 18:25:34,910,213,-55,-157,1388,-3558,1462,2151,2009,361
862952024249400,2020-10-27 18:26:14,908,216,-57,-154,1343,-3630,1457,2154,2007,363
862952024249400,2020-10-27 18:26:34,900,209,-58,-154,1343,-3630,1457,2154,2008,364
862952024249400,2020-10-27 18:26:53,900,209,-58,-154,1343,-3630,1458,2154,2008,364
862952024249400,2020-10-27 18:27:15,898,1335,4648,3664,2510,-2146,6636,7189,3929,362
862952024249400,2020-10-27 18:27:34,898,1338,4659,3649,2506,-2163,6598,7202,3928,362
862952024249400,2020-10-27 18:27:53,898,1339,4658,3649,2506,-2162,6597,7204,3928,362
862952024249400,2020-10-27 18:28:14,898,1339,4657,3648,2506,-2162,6596,7204,3927,362
862952024249400,2020-10-27 18:28:34,898,1337,4650,3665,2512,-2142,6645,7201,3925,362
862952024249400,2020-10-27 18:28:54,902,221,-58,-156,1344,-3630,1455,2153,2004,365
862952024249400,2020-10-27 18:29:13,899,217,-58,-158,1345,-3632,1458,2154,2005,365
862952024249400,2020-10-27 18:29:33,901,215,-57,-158,1346,-3633,1458,2153,2008,363
862952024249400,2020-10-27 18:29:53,901,215,-54,-159,1352,-3639,1461,2150,2008,363
862952024249400,2020-10-27 18:30:33,896,223,-62,-155,1339,-3626,1456,2158,2000,370
862952024249400,2020-10-27 18:31:13,895,224,-63,-155,1339,-3627,1457,2158,1999,370
862952024249400,2020-10-27 18:31:32,894,222,-63,-155,1339,-3627,1458,2159,2000,371
862952024249400,2020-10-27 18:31:52,894,223,-64,-156,1338,-3628,1458,2159,2000,370
862952024249400,2020-10-27 18:32:52,900,215,-58,-158,1346,-3636,1461,2153,2007,363
862952024249400,2020-10-27 18:33:24,900,215,-58,-158,1346,-3636,1462,2153,2007,363
862952024249400,2020-10-27 18:33:44,3491,8840,23823,5660,1331,-3652,9137,21520,15021,2970
862952024249400,2020-10-27 18:34:03,3405,8641,23820,5684,1327,-3649,9196,21606,13494,3888
862952024249400,2020-10-27 18:34:24,3403,8642,23830,5668,1327,-3649,9193,21568,13522,3890
862952024249400,2020-10-27 18:34:36,3403,8641,23829,5671,1327,-3649,9195,21574,13515,3888
862952024249400,2020-10-27 18:34:56,3403,8635,23837,5672,1327,-3649,9199,21574,13511,3887
862952024249400,2020-10-27 18:35:15,3433,8698,23826,5677,1327,-3649,9193,21588,13519,3888
862952024249400,2020-10-27 18:35:57,1735,208,-55,-162,1351,-3640,1459,2165,1987,384
862952024249400,2020-10-27 18:36:36,900,212,-56,-156,1347,-3635,1459,2165,1992,378
862952024249400,2020-10-27 18:36:56,897,208,-56,-157,1349,-3637,1462,2168,1993,382
862952024249400,2020-10-27 18:37:16,898,207,-54,-156,1350,-3636,1458,2164,1994,379
862952024249400,2020-10-27 18:37:36,900,205,-54,-163,1357,-3646,1468,2163,1998,375
862952024249400,2020-10-27 18:37:56,903,202,-76,1080,2297,-1293,3541,2174,2001,366
862952024249400,2020-10-27 18:38:16,1611,4422,6972,11342,2077,-3036,12042,11109,6397,958
862952024249400,2020-10-27 16:14:25,911,224,-47,-135,1336,-3609,1446,2152,2003,368
862952024249400,2020-10-27 16:14:45,911,224,-47,-135,1336,-3610,1447,2152,2003,367
862952024249400,2020-10-27 16:15:45,910,224,-48,-135,1336,-3611,1449,2153,2004,367
862952024249400,2020-10-27 16:16:07,910,224,-48,-135,1336,-3611,1449,2153,2004,367
862952024249400,2020-10-27 16:16:25,910,224,-48,-134,1337,-3611,1450,2154,2004,366
862952024249400,2020-10-27 16:17:05,909,223,-49,-136,1336,-3612,1451,2153,2004,366
